HEADING,DATE,NEWS,text,predicted_label
 SPAIN APPROVES AID FUNDS FOR STEEL INDUSTRY," MADRID, April 24 -"," The Spanish cabinet agreed a 223.33  billion peseta aid package for the steel industry to restore  the sector to profitability by 1989, Industry Minister Luis  Carlos Croissier said.  He told reporters at a news conference the money would be  shared among four state and privately-owned mills, which now  operate at a loss.  The funds will be used to help modernise the industry,  increase productivity and cut production to 17.5 mln tonnes a  year from a current capacity of 18.2 mln tonnes.  Reuter ",spain approves aid funds for steel industry the spanish cabinet agreed a billion peseta aid package for the steel industry to restore the sector to profitability by industry minister luis carlos croissier said he told reporters at a news conference the money would be shared among four state and privately owned mills which now operate at a loss the funds will be used to help modernise the industry increase productivity and cut production to mln tonnes a year from a current capacity of mln tonnes reuter,1
" PRECIOUS METALS CLIMATE IMPROVING, SAYS MONTAGU"," LONDON, April 1 -"," The climate for precious metals is  improving with prices benefiting from renewed inflation fears  and the switching of funds from dollar and stock markets,  brokers Samuel Montagu and Co Ltd said.  Silver prices in March gained some 15 pct in dlr terms due  to a weak dollar and silver is felt to be fairly cheap relative  to gold, Montagu said in its monthly silver newsletter. In  March the gold/silver ratio narrowed from 74 to less than 67.  The supply/demand position has improved in the past year,  and despite a silver market surplus, the quantity of silver is  modest enough to be absorbed by investors, it added.  The report said the firmness in oil prices was likely to  continue in the short term.  A period of consolidation might be necessary before prices  attempted to move significantly higher,it said, but so long as  the dollar remains under pressure then the outlook for silver  was positive.  However silver was less likely to continue to outpace the  other metals by such a margin, Montagu said.  REUTER ",precious metals climate improving says montagu the climate for precious metals is improving with prices benefiting from renewed inflation fears and the switching of funds from dollar and stock markets brokers samuel montagu and co ltd said silver prices in march gained some pct in dlr terms due to a weak dollar and silver is felt to be fairly cheap relative to gold montagu said in its monthly silver newsletter in march the gold silver ratio narrowed from to less than the supply demand position has improved in the past year and despite a silver market surplus the quantity of silver is modest enough to be absorbed by investors it added the report said the firmness in oil prices was likely to continue in the short term a period of consolidation might be necessary before prices attempted to move significantly higher it said but so long as the dollar remains under pressure then the outlook for silver was positive however silver was less likely to continue to outpace the other metals by such a margin montagu said reuter,1
 NORTHGATE & lt;NGX > QUEBEC ORE RESERVES DECLINE," TORONTO, March 4 -"," Northgate Exploration Ltd said year-end  1986 ore reserves at its two Chibougamau mines in Quebec fell  to 8,141,150 short tons grading 0.077 ounce gold a ton and 1.63  pct copper from year-ear lier 8,462,000 tons grading 0.077 ounce  gold ton and 1.67 pct copper.  The company said it launched a 700,000 dlr exploration  program at the mines to increase production and ensure the  operations' continued long life.  Ore production totaled 650,653 tons last year, it said,  estimating year-end reserves contained about 627,000 ounces of  gold and 265 mln pounds of copper.  Reuter ",northgate lt ngx quebec ore reserves decline northgate exploration ltd said year end ore reserves at its two chibougamau mines in quebec fell to short tons grading ounce gold a ton and pct copper from year ear lier tons grading ounce gold ton and pct copper the company said it launched a dlr exploration program at the mines to increase production and ensure the operations continued long life ore production totaled tons last year it said estimating year end reserves contained about ounces of gold and mln pounds of copper reuter,-1
" U.S. EXPORT INSPECTIONS, IN THOUS BUSHELS,  SOYBEANS 16,333 WHEAT 30,917 CORN 36,781",(NO DATE),(NO TEXT),u s export inspections in thous bushels soybeans wheat corn no text,1
 CITY RESOURCES & lt;CCIMF > TO SELL PROPERTY STAKE," VANCOUVER, March 30 -"," City Resources Ltd said it has agreed  in principle to sell a 50 pct interest in a group of mineral  properties in the southwest Pacific to a buyer it did not name  for 30 mln Canadian dlrs.  The company said a preliminary estimate of the geological  resources of one of the properties to a depth of 200 meters  indicates a potential of 1.2 mln ounces of gold, and by the  middle of 1987 it expects to establish proven ore reserves  containing at least 500,000 ounces of gold.  It said mining  could start in 1988, subject to a satisfactory prefeasibility  study.  The company said completion of the transaction is subject  to regulatory and shareholder approvals.  City Resources is controlled by City Resources Ltd of  Australia.  Reuter ",city resources lt ccimf to sell property stake city resources ltd said it has agreed in principle to sell a pct interest in a group of mineral properties in the southwest pacific to a buyer it did not name for mln canadian dlrs the company said a preliminary estimate of the geological resources of one of the properties to a depth of meters indicates a potential of mln ounces of gold and by the middle of it expects to establish proven ore reserves containing at least ounces of gold it said mining could start in subject to a satisfactory prefeasibility study the company said completion of the transaction is subject to regulatory and shareholder approvals city resources is controlled by city resources ltd of australia reuter,-1
 EXPORTS OTHER THAN COFFEE RISE SHARPLY IN COLOMBIA," BOGOTA, April 9 -"," Colombian exports other than coffee rose  55 pct in January compared with the same period last year,  figures from the government statistics institute show.  Non-coffee exports amounted to 180.8 mln dlrs fob compared  with 147.5 mln dlrs for coffee, a drop of 42 pct from last  year.  The trade balance registered a 35 mln dlr surplus, compared  with a 56 mln dlr surplus in January 1986.  The national planning department forecast that in 1987  coffee, Colombia's traditional major export, will account for  only one third of total exports, or about 1.5 billion dlrs.  REUTER ",exports other than coffee rise sharply in colombia colombian exports other than coffee rose pct in january compared with the same period last year figures from the government statistics institute show non coffee exports amounted to mln dlrs fob compared with mln dlrs for coffee a drop of pct from last year the trade balance registered a mln dlr surplus compared with a mln dlr surplus in january the national planning department forecast that in coffee colombia s traditional major export will account for only one third of total exports or about billion dlrs reuter,1
 MORE SOVIET GRAIN BUYING FROM U.S. TIED TO PRICE," WASHINGTON, March 4 -"," Whether the Soviet Union will fulfill  its buying obligations under the U.S./USSR grains agreement  depends entirely on the United States, a Soviet trade official  told Reuters.  ""How can I tell that we are ready to fulfill the agreement  if the United States does not want to offer us grain at  competitive prices?"" said Albert Melnikov, deputy trade  representative of the Soviet Union to the United States.  ""We are in the market for grains, but it is up to the  United States to be the seller ... to offer Soviets competitive  prices,"" he said in an interview.  Melnikov said that the United States has not lived up the  agreement by failing to make available to Moscow U.S. grain at  prevailing market prices.  ""We are being accused of not implementing this agreement.  We do not consider we are at fault,"" Melnikov said.  Article I in the agreement states that ""purchases/sales of  commodities under this Agreement will be made at the market  price prevailing for these products at the time of  purchase/sale and in accordance with normal commercial terms.""  ""The United States should supply to the Soviet Union  definite quantities of grain at competitive prices ... Is the  United States ready to supply this?"" he said.  The Soviet official said that near-term corn demand has  been met by the recent Soviet purchases of U.S. corn, which he  confirmed at 1.5 mln tonnes, but said that if U.S. corn prices  remain competitive, the Soviets will buy more if they need it.  Wheat buying, however, is a different story, Melnikov said.  ""If the United States is interested in selling its wheat,  then they must offer competitive prices, and it's up to the  United States to decide how these competitive prices will be  offered,"" he said.  Last year's U.S. offer of subsidized wheat to the Soviets  was rejected because of an insufficient subsidy, Melnikov said.  He said that at the time of the 13 dlr per tonne subsidy offer,  U.S. wheat prices were 26 dlrs over world levels.  Reuter ",more soviet grain buying from u s tied to price whether the soviet union will fulfill its buying obligations under the u s ussr grains agreement depends entirely on the united states a soviet trade official told reuters how can i tell that we are ready to fulfill the agreement if the united states does not want to offer us grain at competitive prices said albert melnikov deputy trade representative of the soviet union to the united states we are in the market for grains but it is up to the united states to be the seller to offer soviets competitive prices he said in an interview melnikov said that the united states has not lived up the agreement by failing to make available to moscow u s grain at prevailing market prices we are being accused of not implementing this agreement we do not consider we are at fault melnikov said article i in the agreement states that purchases sales of commodities under this agreement will be made at the market price prevailing for these products at the time of purchase sale and in accordance with normal commercial terms the united states should supply to the soviet union definite quantities of grain at competitive prices is the united states ready to supply this he said the soviet official said that near term corn demand has been met by the recent soviet purchases of u s corn which he confirmed at mln tonnes but said that if u s corn prices remain competitive the soviets will buy more if they need it wheat buying however is a different story melnikov said if the united states is interested in selling its wheat then they must offer competitive prices and it s up to the united states to decide how these competitive prices will be offered he said last year s u s offer of subsidized wheat to the soviets was rejected because of an insufficient subsidy melnikov said he said that at the time of the dlr per tonne subsidy offer u s wheat prices were dlrs over world levels reuter,1
 CORN SUPPLY/DEMAND BY COUNTRY -- USDA," WASHINGTON, April 9 -"," The U.S. Agriculture Department  detailed world supply/demand data for major importers and  exporters of corn, by country, as follows in mln tonnes --  USSR CORN  1986/87            1985/86  04/09/87 03/09/87  04/09/87 03/09/87  Start Stocks  N.A.    N.A.     N.A.    N.A.  Production   12.50   12.50    14.40   14.40  Imports       8.00    6.00    10.40   10.40  Domes Use    20.50   19.50    24.40   24.40  Exports        Nil     Nil      Nil     Nil  End Stocks    N.A.    N.A.     N.A.    N.A.  N.A. - Not Available.  SOUTH AFRICA CORN, in mln tonnes --  1986/87          1985/86  04/09/87 03/09/87  04/09/87 03/09/87  Start Stcks  1.20   1.20     1.87   1.87  Production   8.50   9.50     8.08   8.08  Imports       Nil    Nil     0.01   0.01  Domes Use    6.10   6.20     6.00   6.00  Exports      2.10   3.00     2.75   2.75  End Stocks   1.50   1.50     1.20   1.20  EC-12 CORN, in mln tonnes --  1986/87           1985/86  04/09/87 03/09/87  04/09/87 03/09/87  Start Stcks  5.17    5.28      2.89    2.89  Production  25.00   25.03     25.70   25.78  Imports     10.69   10.61     12.82   12.82  Domes Use   28.20   29.00     29.46   29.60  Exports      7.91    7.94      6.78    6.61  End Stocks   4.75    3.98      5.17    5.28  ARGENTINA CORN, in mln tonnes --  1986/87           1985/86  04/09/87 03/09/87  04/09/87 03/09/87  Start Stcks  0.52   0.39       0.39   0.39  Production  10.00  11.00      12.10  12.10  Imports       Nil    Nil        Nil    Nil  Domes Use    4.60   4.60       4.60   4.60  Exports      5.70   6.50       7.37   7.50  End Stocks   0.22   0.29       0.52   0.39  THAILAND CORN, in mln tonnes --  1986/87           1985/86  04/09/87 03/09/87  04/09/87 03/09/87  Start Stocks 0.43   0.33      0.11   0.11  Production   4.10   4.10      5.35   5.15  Imports       Nil    Nil       Nil    Nil  Domestic Use 1.55   1.35      1.35   1.25  Exports      2.80   3.00      3.67   3.67  End Stocks   0.18   0.08      0.43   0.33  JAPAN CORN, in mln tonnes --  1986/87           1985/86  04/09/87 03/09/87  04/09/87 03/09/87  Start Stcks  1.24   1.24       1.06   1.06  Production    Nil    Nil        Nil    Nil  Imports     15.50  15.44      14.55  14.55  Domes Use   15.51  15.45      14.37  14.37  Exports       Nil    Nil        Nil    Nil  End Stocks   1.24   1.24       1.24   1.24  Reuter ",corn supply demand by country usda the u s agriculture department detailed world supply demand data for major importers and exporters of corn by country as follows in mln tonnes ussr corn start stocks n a n a n a n a production imports domes use exports nil nil nil nil end stocks n a n a n a n a n a not available south africa corn in mln tonnes start stcks production imports nil nil domes use exports end stocks ec corn in mln tonnes start stcks production imports domes use exports end stocks argentina corn in mln tonnes start stcks production imports nil nil nil nil domes use exports end stocks thailand corn in mln tonnes start stocks production imports nil nil nil nil domestic use exports end stocks japan corn in mln tonnes start stcks production nil nil nil nil imports domes use exports nil nil nil nil end stocks reuter,1
" HUDSON BAY MINING CUTS U.S., CANADA ZINC PRICES"," TORONTO, March 9 -"," Hudson Bay Mining and Smelting Co Ltd  said it cut prices for all grades of zinc sold in North America  by one U.S. cent a pound and by one Canadian cent a pound,  effective immediately.  The new price for high grade zinc is 37 U.S. cents and  49-1/2 Canadian cents a pound, the company said.  Special high grade, prime western and continuous  galvanizing grade with controlled lead now costs 37-1/2 U.S.  cents and 50 Canadian cents a pound. The new price for  continuous galvanizing grade alloyed with controlled lead and  aluminum additions is 37-3/4 U.S. cents and 50-1/4 Canadian  cents a pound.  Reuter ",hudson bay mining cuts u s canada zinc prices hudson bay mining and smelting co ltd said it cut prices for all grades of zinc sold in north america by one u s cent a pound and by one canadian cent a pound effective immediately the new price for high grade zinc is u s cents and canadian cents a pound the company said special high grade prime western and continuous galvanizing grade with controlled lead now costs u s cents and canadian cents a pound the new price for continuous galvanizing grade alloyed with controlled lead and aluminum additions is u s cents and canadian cents a pound reuter,-1
 SOYBEAN GROUP HEAD URGES USDA ACTION ON LOAN," WASHINGTON, March 5 -"," The Agriculture Department must make  a decision soon on how to change the current U.S. soybean loan  or more soybeans will continue to be forfeited to the  government and foreign soybean production will increase, the  president of the American Soybean Association, ASA, said.  ""The USDA will have to bite the bullet one way or another  ... USDA can dodge and dart around it (the soybean loan) as  much as they want, but they have to eventually address this  problem,"" David Haggard, ASA president, told Reuters.  USDA is not offering any new soybean loan options, and  Agriculture Secretary Richard Lyng has not consulted ASA on the  soybean loan, Haggard said.  ""I don't know if USDA is really very serious about  addressing the soybean loan problem,"" he said.  At ASA's annual winter board of directors meeting here, ASA  leaders refused to change their official position on the  loan  -- still calling for income support at 5.02 dlrs.  The association backs current bills of Rep. Bill Emerson,  R-Mo. and Sen. Thad Cochran, R-Miss., which call for either a  5.02 marketing loan or a producer option payment.  Haggard said he does not know what chances the ASA-backed  proposals have but said, ""in all honesty, we do not want to see  the farm bill be torn apart.""  He said if USDA feels it cannot withdraw its opposition to  a market loan, there are still numerous ways the USDA could  change the loan without new legislation.  Making the loan partially in certificates which would not  have to be paid back would be one option, he said.  Reuter ",soybean group head urges usda action on loan the agriculture department must make a decision soon on how to change the current u s soybean loan or more soybeans will continue to be forfeited to the government and foreign soybean production will increase the president of the american soybean association asa said the usda will have to bite the bullet one way or another usda can dodge and dart around it the soybean loan as much as they want but they have to eventually address this problem david haggard asa president told reuters usda is not offering any new soybean loan options and agriculture secretary richard lyng has not consulted asa on the soybean loan haggard said i don t know if usda is really very serious about addressing the soybean loan problem he said at asa s annual winter board of directors meeting here asa leaders refused to change their official position on the loan still calling for income support at dlrs the association backs current bills of rep bill emerson r mo and sen thad cochran r miss which call for either a marketing loan or a producer option payment haggard said he does not know what chances the asa backed proposals have but said in all honesty we do not want to see the farm bill be torn apart he said if usda feels it cannot withdraw its opposition to a market loan there are still numerous ways the usda could change the loan without new legislation making the loan partially in certificates which would not have to be paid back would be one option he said reuter,1
 PERU SAYS NEW GOLD DEPOSITS WORTH 1.3 BILLION DLRS," LIMA, March 29 -"," President Alan Garcia said Peru has found  gold deposits worth an estimated 1.3 billion dlrs in a jungle  region near the Ecuadorean border about 1,000 km north of here.  He told reporters the deposits, located at four sites near  the town of San Ignasio, contained the equivalent of 100 tonnes  of gold.  Garcia said the government would soon install a two mln dlr  treatment plant at Tomaque. It will extract enough ore to  provide an estimated 25 mln dlr profit by the end of this year,  he added.  Garcia said the other gold-bearing deposits are located at  Tamborapa, Pachapidiana and a zone between the Cenepa and  Santiago rivers.  REUTER ",peru says new gold deposits worth billion dlrs president alan garcia said peru has found gold deposits worth an estimated billion dlrs in a jungle region near the ecuadorean border about km north of here he told reporters the deposits located at four sites near the town of san ignasio contained the equivalent of tonnes of gold garcia said the government would soon install a two mln dlr treatment plant at tomaque it will extract enough ore to provide an estimated mln dlr profit by the end of this year he added garcia said the other gold bearing deposits are located at tamborapa pachapidiana and a zone between the cenepa and santiago rivers reuter,-1
 RUMORS THAT USSR BUYS U.S. CORN - TRADERS," KANSAS CITY, Oct 20 -"," Rumors circulated among the trade  this morning that the USSR may have purchased between one and  two mln tonnes of U.S. corn, but there was no confirmation.  One dealer said he felt some business had been done, but  that the amount probably was on the low end of trade estimates.  Reuter ",rumors that ussr buys u s corn traders rumors circulated among the trade this morning that the ussr may have purchased between one and two mln tonnes of u s corn but there was no confirmation one dealer said he felt some business had been done but that the amount probably was on the low end of trade estimates reuter,1
" CANADA TO MONITOR STEEL IMPORTS, EXPORTS"," OTTAWA, April 8 -"," Canada plans to monitor steel shipments  flowing in and out of the country in an attempt to appease  concerns in the U.S. over the high level of Canadian steel  exports, Trade Minister Pat Carney said.  ""To help maintain our open access to the U.S. steel market,  the government is taking further action to ensure we have more  accurate data on exports and imports and that Canada is not  used as a backdoor to the U.S. market by offshore suppliers,""  Carney said.  Carney also said Canadian companies were being asked to  exercise prudence in the U.S. market and both countries were  considering establishing a joint commission to study the  growing steel problem.  Carney told the House of Commons she will soon announce an  amendment to the Exports and Imports Permits Act to set up the  monitoring program.  Canadian steel shipments to the U.S. have risen to 5.7 pct  cent of the U.S. market in recent months, almost double the  level just two years ago, Canadian t rade officials said.  The increase in Canadian shipments comes at a time of  growing anger in the U.S. over rising steel imports from  several countries in the face of a decline in the domestic  steel industry.  Some U.S. lawmakers have proposed Canada's share of the  American market be limited to 2.4 pct.  Reuter ",canada to monitor steel imports exports canada plans to monitor steel shipments flowing in and out of the country in an attempt to appease concerns in the u s over the high level of canadian steel exports trade minister pat carney said to help maintain our open access to the u s steel market the government is taking further action to ensure we have more accurate data on exports and imports and that canada is not used as a backdoor to the u s market by offshore suppliers carney said carney also said canadian companies were being asked to exercise prudence in the u s market and both countries were considering establishing a joint commission to study the growing steel problem carney told the house of commons she will soon announce an amendment to the exports and imports permits act to set up the monitoring program canadian steel shipments to the u s have risen to pct cent of the u s market in recent months almost double the level just two years ago canadian t rade officials said the increase in canadian shipments comes at a time of growing anger in the u s over rising steel imports from several countries in the face of a decline in the domestic steel industry some u s lawmakers have proposed canada s share of the american market be limited to pct reuter,1
 LONDON FREIGHT MARKET FEATURES USSR TIMECHARTERS," LONDON, April 3 -"," Active timecharter fixing by Soviet  operators to cover USSR grain imports featured the freight  market, ship brokers said.  At least two fixtures were reported on Soviet account to  lift EC grain, with a 22,000 tonner booked from Tilbury for a  voyage via lower Baltic Sea and redelivery passing Skaw at  4,000 dlrs daily and a 27,000 tonner from Ceuta for a voyage  via the U.K. And redelivery Skaw-Cape Passero at 4,500 dlrs  daily.  The Soviets also secured a 34,000 tonner from Gibraltar for  a trans-Atlantic round trip at 4,500 dlrs daily and a 61,000  tonner for similar business at 6,750 dlrs daily.  Brokers said several other fixtures were also thought to be  connected with Soviet grain, including a 69,000 tonner from  Taranto for five to seven months at 6,500 dlrs daily. Similar  fixing was reported yesterday at 6,000 dlrs.  Other timecharter fixing included a 14,000 tonner from  Indonesia to the U.S. Gulf at 2,800 dlrs daily and a combined  carrier of 75,000 tonnes dw from the U.S. Gulf to Italy at  9,000 dlrs daily.  Severel vessels were booked from Antwerp-Hamburg range,  including a 61,000 tonner bound for Singapore-Japan at 7,500  dlrs daily and a 16,000 tonner destined for west coast India at  5,000 dlrs.  Grain fixing was much quieter out of the U.S. Gulf, with no  fresh business seen on the significant routes to the Continent  or Japan, although tonnage was secured for at least five small  corn cargoes from the Gulf to Jamaica at between 21 and 25  dlrs. Wheat from the River Plate and Buenos Aires to Sri Lanka  received 26 dlrs.  Market talk suggested 11 dlrs had been paid for grain from  the U.S. North Pacific to Japan but no confirmation was  available.  Fairly active grain fixing emerged out of the Continent,  however, with maize covered from Nantes to Egypt at 15 dlrs,  and bagged flour from Greece to China at 27 dlrs.  Barley cargoes were arranged from Immingham to the Red Sea  at 17.25 dlrs and from Foynes to Jeddah at 17.25 dlrs.  Reuter ",london freight market features ussr timecharters active timecharter fixing by soviet operators to cover ussr grain imports featured the freight market ship brokers said at least two fixtures were reported on soviet account to lift ec grain with a tonner booked from tilbury for a voyage via lower baltic sea and redelivery passing skaw at dlrs daily and a tonner from ceuta for a voyage via the u k and redelivery skaw cape passero at dlrs daily the soviets also secured a tonner from gibraltar for a trans atlantic round trip at dlrs daily and a tonner for similar business at dlrs daily brokers said several other fixtures were also thought to be connected with soviet grain including a tonner from taranto for five to seven months at dlrs daily similar fixing was reported yesterday at dlrs other timecharter fixing included a tonner from indonesia to the u s gulf at dlrs daily and a combined carrier of tonnes dw from the u s gulf to italy at dlrs daily severel vessels were booked from antwerp hamburg range including a tonner bound for singapore japan at dlrs daily and a tonner destined for west coast india at dlrs grain fixing was much quieter out of the u s gulf with no fresh business seen on the significant routes to the continent or japan although tonnage was secured for at least five small corn cargoes from the gulf to jamaica at between and dlrs wheat from the river plate and buenos aires to sri lanka received dlrs market talk suggested dlrs had been paid for grain from the u s north pacific to japan but no confirmation was available fairly active grain fixing emerged out of the continent however with maize covered from nantes to egypt at dlrs and bagged flour from greece to china at dlrs barley cargoes were arranged from immingham to the red sea at dlrs and from foynes to jeddah at dlrs reuter,1
 & lt;TECHNIGEN PLATINUM CORP > IN METALS FIND," VANCOUVER, March 6 -"," Technigen Platinum corp said it  initial results of a 13-hole drilling program on its R.M. Nicel  platinum property in Rouyn-Noranda, Quebec, indicate  ""extensive"" near-surface zones ""highly"" enriched in gold,  pl atinum and palladium were found in rocks on the periphery of  a sulphide deposit.  It said values of up to 0.073 ounce of platinum, 0.206  ounce palladium, three pct copper and 4.5 pct nickel were found  over a drill section of 13 feet.    More ",lt technigen platinum corp in metals find technigen platinum corp said it initial results of a hole drilling program on its r m nicel platinum property in rouyn noranda quebec indicate extensive near surface zones highly enriched in gold pl atinum and palladium were found in rocks on the periphery of a sulphide deposit it said values of up to ounce of platinum ounce palladium three pct copper and pct nickel were found over a drill section of feet more,-1
 U.S. MINT ANNOUNCES COPPER/NICKEL AWARDS," WASHINGTON, April 24 -"," The U.S. Mint said it awarded  contracts to Philipp Brothers, N.Y., and Sidney Danziger, a New  York metals merchant, to procure 3,701,000 lbs of  electrolytic copper and 629,000 lbs electrolytic cut nickel  cathodes or briquettes.  The Mint said Philipp Brothers will supply the entire  3,701,000 lbs of copper at a cost of 0.66845 dlrs per lb.  Sidney Danziger will furnish 338,000 lbs of the nickel at  1.8344 dlrs per lb, while Phibro will provide 291,000 lbs at  1.8369 dlrs per lb, the Mint said.  Reuter ",u s mint announces copper nickel awards the u s mint said it awarded contracts to philipp brothers n y and sidney danziger a new york metals merchant to procure lbs of electrolytic copper and lbs electrolytic cut nickel cathodes or briquettes the mint said philipp brothers will supply the entire lbs of copper at a cost of dlrs per lb sidney danziger will furnish lbs of the nickel at dlrs per lb while phibro will provide lbs at dlrs per lb the mint said reuter,1
 IRAQ CCC CREDIT GUARANTEES SWITCHED - USDA," WASHINGTON, April 7 -"," The Commodity Credit Corporation  (CCC) has transferred 21.0 mln dlrs in credit guarantees  previously earmarked for sales of U.S. corn and 5.0 mln dlrs  for sales of oilseeds to increase available coverage on sales  of U.S. poultry meat to Iraq, the U.S. Agriculture Department  said.  The department said the action was taken at the request of  Iraq's State Trade Organization for Grains and Foodstuffs.  The guarantee line for sales of corn has been reduced from  78.0 mln dlrs to 57.0 mln and the line for oilseeds from 5.0  mln dlrs to zero.  The guarantee line for sales of frozen poultry has been  increased from 30.0 mln dlrs to 56.0 mln dlrs, USDA said.  Reuter ",iraq ccc credit guarantees switched usda the commodity credit corporation ccc has transferred mln dlrs in credit guarantees previously earmarked for sales of u s corn and mln dlrs for sales of oilseeds to increase available coverage on sales of u s poultry meat to iraq the u s agriculture department said the department said the action was taken at the request of iraq s state trade organization for grains and foodstuffs the guarantee line for sales of corn has been reduced from mln dlrs to mln and the line for oilseeds from mln dlrs to zero the guarantee line for sales of frozen poultry has been increased from mln dlrs to mln dlrs usda said reuter,1
 MALTA TENDERS FOR WHITE SUGAR TODAY - TRADE," LONDON, April 7 -"," Malta is tendering to buy 3,000 tonnes  white sugar today for arrival in two equal parts in May and  June, traders said.  Reuter ",malta tenders for white sugar today trade malta is tendering to buy tonnes white sugar today for arrival in two equal parts in may and june traders said reuter,1
 CHINA BUYS U.S. HARD AND SOFT WHEAT," CHICAGO, March 11 -"," Private exporters said China bought a  total of 550,000 tonnes of U.S. wheat under the export  enhancement program, with final confirmation by the U.S.  Department of Agriculture of the subsidies still awaited.  The purchase consisted of a total of 340,000 tonnes of hard  red winter wheat for various May/Aug shipments, with 210,000  tonnes of soft red winter for Aug/Sept, the exporters said.  Reuter ",china buys u s hard and soft wheat private exporters said china bought a total of tonnes of u s wheat under the export enhancement program with final confirmation by the u s department of agriculture of the subsidies still awaited the purchase consisted of a total of tonnes of hard red winter wheat for various may aug shipments with tonnes of soft red winter for aug sept the exporters said reuter,1
 U.S. CABINET COUNCIL SET TO MULL FARM ISSUES," WASHINGTON, March 4 -"," The Reagan administration's  cabinet-level Economic Policy Council is scheduled to meet  Friday to discuss, among other issues, the status of  agricultural legislation, administration officials said.  The officials said discussion of a U.S. Agriculture  Department wheat export subsidy to the Soviet Union was not on  the agenda. Matters not on the agenda, however, can be brought  before the council, the officials said.  Grain trade officials have speculated that USDA would make  a wheat export enhancement offer to Moscow, but USDA officials  have said the matter is not under active consideration.  USDA today transmitted to Congress a package of legislative  proposals, including bills that would cut target prices and  speed up loan rate reductions.  Reuter ",u s cabinet council set to mull farm issues the reagan administration s cabinet level economic policy council is scheduled to meet friday to discuss among other issues the status of agricultural legislation administration officials said the officials said discussion of a u s agriculture department wheat export subsidy to the soviet union was not on the agenda matters not on the agenda however can be brought before the council the officials said grain trade officials have speculated that usda would make a wheat export enhancement offer to moscow but usda officials have said the matter is not under active consideration usda today transmitted to congress a package of legislative proposals including bills that would cut target prices and speed up loan rate reductions reuter,1
 TRADERS DETAIL IRISH INTERVENTION BARLEY TENDER," LONDON, March 5 -"," The European Commission authorised the  export of 33,500 tonnes of Irish intervention barley at today's  tender for non-European Community destinations at 53.10 Ecus  per tonne, grain traders said.  Reuter ",traders detail irish intervention barley tender the european commission authorised the export of tonnes of irish intervention barley at today s tender for non european community destinations at ecus per tonne grain traders said reuter,1
 LONDON FREIGHT MARKET FEATURES GRAIN OUT OF U.S.," LONDON, April 9 -"," Moderately active grain fixing was  reported out of the U.S. But none of the business involved the  significant voyages to the Continent or Japan, ship brokers  said.  A steady 13.50 dlrs was paid from the U.S. Gulf to Morocco  and 23.25 dlrs was paid for 27,000 long tons from the Gulf to  Taiwan. A vessel carrying 13,500 long tons of bagged wheat  flour from the Gulf to Aqaba received a lump sum of 472,500  dlrs.  Grain from the Great Lakes to Algeria made 28 dlrs against  27.75 paid for similar fixing towards the end of March.  Market talk suggested a Federal Commerce vessel had been  booked to move grain from the Great Lakes to Morocco on Comanav  account at about 22 dlrs and 15.50 had been paid for a cargo of  oilseeds from British Columbia to Japan, but no confirmation  was obtainable.  On the Continent, shippers agreed 19 dlrs for wheat from La  Pallice to Buenaventura and 10.75 dlrs for grain from Ghent to  Naples/Venice range. Elsewhere, maize from East London to Japan  paid 22 dlrs.  Soviet charterers reappeared in the timecharter sector and  secured a 30,000 tonner from Savona for a trans-Atlantic round  trip at 4,450 dlrs daily and a 31,000 tonner from  Antwerp-Hamburg for a similar voyage at 4,250 dlrs daily.  Reuter ",london freight market features grain out of u s moderately active grain fixing was reported out of the u s but none of the business involved the significant voyages to the continent or japan ship brokers said a steady dlrs was paid from the u s gulf to morocco and dlrs was paid for long tons from the gulf to taiwan a vessel carrying long tons of bagged wheat flour from the gulf to aqaba received a lump sum of dlrs grain from the great lakes to algeria made dlrs against paid for similar fixing towards the end of march market talk suggested a federal commerce vessel had been booked to move grain from the great lakes to morocco on comanav account at about dlrs and had been paid for a cargo of oilseeds from british columbia to japan but no confirmation was obtainable on the continent shippers agreed dlrs for wheat from la pallice to buenaventura and dlrs for grain from ghent to naples venice range elsewhere maize from east london to japan paid dlrs soviet charterers reappeared in the timecharter sector and secured a tonner from savona for a trans atlantic round trip at dlrs daily and a tonner from antwerp hamburg for a similar voyage at dlrs daily reuter,1
" JAPAN MAKES SEAMLESS-PIPE DEALS WITH CHINA, USSR"," TOKYO, April 6 -"," Sumitomo Metal Industries Ltd & lt;SMIT.T >   said it and four other firms jointly concluded negotiations to  export a total of over 400,000 tonnes of seamless pipes in the  six months to end-September to China and the Soviet Union.  Export prices for that period for both countries were set  100 to 150 yen per tonne higher than previous contracted prices  due to the yen's gains against the dollar, it said.  Contracted export volume for China is likely to be over  200,000 tonnes against 350,000 for Oct 1986-March 1987, and  420,000 for April-Sept 1986, and for the Soviet Union over  200,000 tonnes. No direct Soviet comparison was available.  REUTER ",japan makes seamless pipe deals with china ussr sumitomo metal industries ltd lt smit t said it and four other firms jointly concluded negotiations to export a total of over tonnes of seamless pipes in the six months to end september to china and the soviet union export prices for that period for both countries were set to yen per tonne higher than previous contracted prices due to the yen s gains against the dollar it said contracted export volume for china is likely to be over tonnes against for oct march and for april sept and for the soviet union over tonnes no direct soviet comparison was available reuter,1
